Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"TIA1","TIA1 Cytotoxic Granule Associated RNA Binding Protein","Protein Coding","42","GC02M070209","0.779499530792236","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIA1"
"PALM","Paralemmin","Protein Coding","35","GC19P000708","0.777630865573883","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PALM"
"ARPC1B","Actin Related Protein 2/3 Complex Subunit 1B","Protein Coding","42","GC07P099374","0.777613282203674","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC1B"
"MIR766","MicroRNA 766","RNA Gene","18","GC0XM119646","0.777613282203674","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR766"
"WDR82","WD Repeat Domain 82","Protein Coding","36","GC03M052254","0.77737283706665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR82"
"TRRAP","Transformation/Transcription Domain Associated Protein","Protein Coding","44","GC07P098877","0.775508522987366","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRRAP"
"PTN","Pleiotrophin","Protein Coding","41","GC07M137227","0.775508522987366","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTN"
"ANG","Angiogenin","Protein Coding","44","GC14P029734","0.774646997451782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANG"
"PDE10A","Phosphodiesterase 10A","Protein Coding","45","GC06M165327","0.774227797985077","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE10A"
"EDN3","Endothelin 3","Protein Coding","46","GC20P059300","0.77393364906311","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN3"
"SLC38A1","Solute Carrier Family 38 Member 1","Protein Coding","41","GC12M046183","0.77393364906311","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A1"
"DDX18","DEAD-Box Helicase 18","Protein Coding","40","GC02P119914","0.772739112377167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX18"
"RRM1","Ribonucleotide Reductase Catalytic Subunit M1","Protein Coding","46","GC11P004115","0.772677183151245","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM1"
"SLC17A6","Solute Carrier Family 17 Member 6","Protein Coding","40","GC11P022359","0.772182404994965","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A6"
"TNK2","Tyrosine Kinase Non Receptor 2","Protein Coding","45","GC03M195863","0.772085726261139","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNK2"
"ROCK2","Rho Associated Coiled-Coil Containing Protein Kinase 2","Protein Coding","46","GC02M011284","0.770774185657501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROCK2"
"NDRG1","N-Myc Downstream Regulated 1","Protein Coding","44","GC08M133237","0.769769072532654","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG1"
"PTP4A2","Protein Tyrosine Phosphatase 4A2","Protein Coding","41","GC01M031909","0.767605304718018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTP4A2"
"MPP4","MAGUK P55 Scaffold Protein 4","Protein Coding","36","GC02M201644","0.767605304718018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPP4"
"CNBD1","Cyclic Nucleotide Binding Domain Containing 1","Protein Coding","29","GC08P086866","0.767341613769531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNBD1"
"DLG3","Discs Large MAGUK Scaffold Protein 3","Protein Coding","41","GC0XP070444","0.767088055610657","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLG3"
"MIRLET7B","MicroRNA Let-7b","RNA Gene","20","GC22P046119","0.765381217002869","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7B"
"SLC5A3","Solute Carrier Family 5 Member 3","Protein Coding","42","GC21P034129","0.764780580997467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A3"
"TRG","T Cell Receptor Gamma Locus","Protein Coding","12","GC07M038240","0.764175891876221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRG"
"SMURF1","SMAD Specific E3 Ubiquitin Protein Ligase 1","Protein Coding","44","GC07M099027","0.763674020767212","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF1"
"EPPIN","Epididymal Peptidase Inhibitor","Protein Coding","35","GC20M045598","0.763409197330475","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPPIN"
"ZYX","Zyxin","Protein Coding","44","GC07P143381","0.7630854845047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZYX"
"MIR100","MicroRNA 100","RNA Gene","22","GC11M122152","0.762316346168518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR100"
"RGS3","Regulator Of G Protein Signaling 3","Protein Coding","38","GC09P118026","0.762280106544495","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS3"
"ADRA1A","Adrenoceptor Alpha 1A","Protein Coding","46","GC08M026747","0.762172937393188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1A"
"NXF1","Nuclear RNA Export Factor 1","Protein Coding","40","GC11M082135","0.761875808238983","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXF1"
"HERPUD1","Homocysteine Inducible ER Protein With Ubiquitin Like Domain 1","Protein Coding","39","GC16P056932","0.761772215366364","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HERPUD1"
"SLC1A4","Solute Carrier Family 1 Member 4","Protein Coding","44","GC02P064988","0.759455025196075","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A4"
"RELN","Reelin","Protein Coding","44","GC07M103471","0.757792353630066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELN"
"HEPH","Hephaestin","Protein Coding","38","GC0XP066162","0.755382359027863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEPH"
"CYLD","CYLD Lysine 63 Deubiquitinase","Protein Coding","48","GC16P050742","0.755303621292114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYLD"
"DNMT3B","DNA Methyltransferase 3 Beta","Protein Coding","49","GC20P032762","0.755058169364929","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3B"
"NIPSNAP1","Nipsnap Homolog 1","Protein Coding","38","GC22M029554","0.754357635974884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIPSNAP1"
"CCL17","C-C Motif Chemokine Ligand 17","Protein Coding","37","GC16P057410","0.753242909908295","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL17"
"PRNP","Prion Protein","Protein Coding","46","GC20P004686","0.752867937088013","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRNP"
"UBE3C","Ubiquitin Protein Ligase E3C","Protein Coding","40","GC07P157138","0.752652883529663","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3C"
"MIR31","MicroRNA 31","RNA Gene","20","GC09M021670","0.75261926651001","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR31"
"PROZ","Protein Z, Vitamin K Dependent Plasma Glycoprotein","Protein Coding","41","GC13P113158","0.752350687980652","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROZ"
"ATRIP","ATR Interacting Protein","Protein Coding","41","GC03P048605","0.752218902111053","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATRIP"
"GDF11","Growth Differentiation Factor 11","Protein Coding","41","GC12P055743","0.751685619354248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF11"
"MIR24-1","MicroRNA 24-1","RNA Gene","20","GC09P095086","0.751685619354248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR24-1"
"BIN1","Bridging Integrator 1","Protein Coding","45","GC02M127048","0.750054955482483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIN1"
"SUN2","Sad1 And UNC84 Domain Containing 2","Protein Coding","38","GC22M054062","0.750054955482483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUN2"
"UBASH3A","Ubiquitin Associated And SH3 Domain Containing A","Protein Coding","38","GC21P042403","0.750054955482483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBASH3A"
"CSRP1","Cysteine And Glycine Rich Protein 1","Protein Coding","41","GC01M201484","0.750037431716919","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSRP1"
"MCRS1","Microspherule Protein 1","Protein Coding","37","GC12M049557","0.750037431716919","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCRS1"
"CTTN","Cortactin","Protein Coding","42","GC11P070398","0.750025629997253","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTTN"
"TTC39B","Tetratricopeptide Repeat Domain 39B","Protein Coding","36","GC09M015170","0.749978125095367","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC39B"
"OCRL","OCRL Inositol Polyphosphate-5-Phosphatase","Protein Coding","44","GC0XP129539","0.74870628118515","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCRL"
"FNTB","Farnesyltransferase, CAAX Box, Beta","Protein Coding","42","GC14P064986","0.74870628118515","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNTB"
"SLC9A2","Solute Carrier Family 9 Member A2","Protein Coding","40","GC02P102620","0.74870628118515","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A2"
"RDH10","Retinol Dehydrogenase 10","Protein Coding","38","GC08P073294","0.74870628118515","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RDH10"
"ABCC3","ATP Binding Cassette Subfamily C Member 3","Protein Coding","46","GC17P050634","0.748654246330261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC3"
"MIR192","MicroRNA 192","RNA Gene","22","GC11M064891","0.748654246330261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR192"
"BANCR","BRAF-Activated Non-Protein Coding RNA","RNA Gene","14","GC09M069296","0.748306751251221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BANCR"
"SLC36A1","Solute Carrier Family 36 Member 1","Protein Coding","38","GC05P151413","0.748101592063904","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC36A1"
"CDC25A","Cell Division Cycle 25A","Protein Coding","46","GC03M048173","0.74792742729187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC25A"
"GLB1","Galactosidase Beta 1","Protein Coding","48","GC03M032963","0.74754273891449","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLB1"
"MC5R","Melanocortin 5 Receptor","Protein Coding","42","GC18P013824","0.746695756912231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MC5R"
"AMBRA1","Autophagy And Beclin 1 Regulator 1","Protein Coding","38","GC11M081873","0.746519148349762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMBRA1"
"BCLAF1","BCL2 Associated Transcription Factor 1","Protein Coding","40","GC06M136256","0.745872437953949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCLAF1"
"NUP210","Nucleoporin 210","Protein Coding","40","GC03M019198","0.745872437953949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP210"
"TTC37","Tetratricopeptide Repeat Domain 37","Protein Coding","38","GC05M095463","0.745872437953949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC37"
"OTX2","Orthodenticle Homeobox 2","Protein Coding","45","GC14M056799","0.745457172393799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTX2"
"RNASEH2A","Ribonuclease H2 Subunit A","Protein Coding","42","GC19P013431","0.745457172393799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH2A"
"RNASEH2C","Ribonuclease H2 Subunit C","Protein Coding","38","GC11M065714","0.745457172393799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH2C"
"GDF1","Growth Differentiation Factor 1","Protein Coding","36","GC19M018843","0.745457172393799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF1"
"RNASEH2B","Ribonuclease H2 Subunit B","Protein Coding","36","GC13P050909","0.745457172393799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH2B"
"BTG1","BTG Anti-Proliferation Factor 1","Protein Coding","41","GC12M092140","0.744799971580505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTG1"
"MIR193B","MicroRNA 193b","RNA Gene","21","GC16P014307","0.744717657566071","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR193B"
"YARS1","Tyrosyl-TRNA Synthetase 1","Protein Coding","35","GC01M032776","0.743324339389801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YARS1"
"CD5","CD5 Molecule","Protein Coding","40","GC11P061114","0.743269383907318","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD5"
"IKZF2","IKAROS Family Zinc Finger 2","Protein Coding","38","GC02M213001","0.743124425411224","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKZF2"
"OSTN","Osteocrin","Protein Coding","32","GC03P191199","0.741880476474762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSTN"
"FSTL1","Follistatin Like 1","Protein Coding","42","GC03M120392","0.74116724729538","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSTL1"
"KDM4C","Lysine Demethylase 4C","Protein Coding","40","GC09P006720","0.74116039276123","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM4C"
"ADGRF5","Adhesion G Protein-Coupled Receptor F5","Protein Coding","37","GC06M046852","0.741120398044586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRF5"
"HINT1","Histidine Triad Nucleotide Binding Protein 1","Protein Coding","44","GC05M131159","0.741078734397888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HINT1"
"MIR128-2","MicroRNA 128-2","RNA Gene","22","GC03P035750","0.740999579429626","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR128-2"
"MIR142","MicroRNA 142","RNA Gene","21","GC17M058331","0.740778207778931","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR142"
"ADGRG1","Adhesion G Protein-Coupled Receptor G1","Protein Coding","40","GC16P057610","0.737151980400085","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRG1"
"NLRC5","NLR Family CARD Domain Containing 5","Protein Coding","38","GC16P056990","0.736912190914154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRC5"
"PTER","Phosphotriesterase Related","Protein Coding","37","GC10P016436","0.736912190914154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTER"
"GUCY2D","Guanylate Cyclase 2D, Retinal","Protein Coding","44","GC17P008002","0.734497904777527","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCY2D"
"STAM","Signal Transducing Adaptor Molecule","Protein Coding","41","GC10P017674","0.734497904777527","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAM"
"FDFT1","Farnesyl-Diphosphate Farnesyltransferase 1","Protein Coding","44","GC08P011795","0.733326315879822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FDFT1"
"FLII","FLII Actin Remodeling Protein","Protein Coding","42","GC17M018244","0.733200192451477","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLII"
"TPP2","Tripeptidyl Peptidase 2","Protein Coding","42","GC13P102596","0.733004331588745","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPP2"
"LGALS7","Galectin 7","Protein Coding","37","GC19M038770","0.733004331588745","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS7"
"TPM3","Tropomyosin 3","Protein Coding","45","GC01M154127","0.732560515403748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM3"
"NEAT1","Nuclear Paraspeckle Assembly Transcript 1","RNA Gene","24","GC11P068470","0.73037850856781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEAT1"
"PDZD2","PDZ Domain Containing 2","Protein Coding","38","GC05P031639","0.729984164237976","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDZD2"
"FSTL3","Follistatin Like 3","Protein Coding","39","GC19P000676","0.729744970798492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSTL3"
"RPS6KA6","Ribosomal Protein S6 Kinase A6","Protein Coding","42","GC0XM084058","0.729055762290955","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA6"
"ATP6V1C1","ATPase H+ Transporting V1 Subunit C1","Protein Coding","40","GC08P103038","0.729055762290955","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1C1"
"RPS4X","Ribosomal Protein S4 X-Linked","Protein Coding","38","GC0XM072255","0.728777766227722","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS4X"
"FHIT","Fragile Histidine Triad Diadenosine Triphosphatase","Protein Coding","42","GC03M059747","0.72855532169342","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHIT"
"IL12RB2","Interleukin 12 Receptor Subunit Beta 2","Protein Coding","43","GC01P067307","0.727831780910492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12RB2"
"RBBP4","RB Binding Protein 4, Chromatin Remodeling Factor","Protein Coding","42","GC01P032651","0.727666974067688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP4"
"SMARCA5","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 5","Protein Coding","41","GC04P143513","0.727156937122345","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA5"
"DISC1","DISC1 Scaffold Protein","Protein Coding","44","GC01P231626","0.727147102355957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DISC1"
"SLC25A22","Solute Carrier Family 25 Member 22","Protein Coding","40","GC11M002446","0.727147102355957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A22"
"VRK1","VRK Serine/Threonine Kinase 1","Protein Coding","48","GC14P096797","0.724109768867493","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VRK1"
"CCL25","C-C Motif Chemokine Ligand 25","Protein Coding","37","GC19P008052","0.723028719425201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL25"
"GTPBP1","GTP Binding Protein 1","Protein Coding","38","GC22P038705","0.722612142562866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP1"
"UNG","Uracil DNA Glycosylase","Protein Coding","45","GC12P109097","0.721271276473999","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNG"
"CLEC4D","C-Type Lectin Domain Family 4 Member D","Protein Coding","38","GC12P008509","0.721057534217834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC4D"
"CXCR2","C-X-C Motif Chemokine Receptor 2","Protein Coding","49","GC02P218125","0.72102016210556","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR2"
"GUCA2A","Guanylate Cyclase Activator 2A","Protein Coding","36","GC01M042162","0.72102016210556","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCA2A"
"MIR339","MicroRNA 339","RNA Gene","21","GC07M001022","0.720479369163513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR339"
"SCTR","Secretin Receptor","Protein Coding","40","GC02M119439","0.719313502311707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCTR"
"LGR6","Leucine Rich Repeat Containing G Protein-Coupled Receptor 6","Protein Coding","42","GC01P202193","0.7187819480896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGR6"
"MYOZ2","Myozenin 2","Protein Coding","38","GC04P119135","0.7187819480896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOZ2"
"CHRNA2","Cholinergic Receptor Nicotinic Alpha 2 Subunit","Protein Coding","46","GC08M027459","0.718058586120605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA2"
"OCA2","OCA2 Melanosomal Transmembrane Protein","Protein Coding","42","GC15M027754","0.717881262302399","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCA2"
"SARS2","Seryl-TRNA Synthetase 2, Mitochondrial","Protein Coding","41","GC19M059874","0.717881262302399","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SARS2"
